CLE_ABONNEMENT,CLE_FACTURE,DATE_EMISSION_FACTURE,CONSO_FACTURE,DATE_RELEVE_INDEX_PRECEDENT_FACTURE_COMPOSITE,DATE_RELEVE_INDEX_FACTURE,NB_FACTURES_PAR_PDS,NB_JOURS_CONNUS,NUM_FAC_PAR_PDS
GN_1180780700006704,GN|1180780700006704|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,6,172,2
GN_1180780700008701,GN|1180780700008701|23210|1|00000,2023-03-08,653,2022-08-19,2023-02-07,5,172,2
GN_1180780700009201,GN|1180780700009201|23210|1|00000,2023-03-08,17,2022-08-19,2023-02-07,5,172,2
GN_1180780700009401,GN|1180780700009401|23210|1|00000,2023-03-08,85,2022-08-20,2023-02-08,5,172,2
GN_1180780700017508,GN|1180780700017508|23210|1|00000,2023-03-08,17,2022-08-19,2023-02-07,5,172,2
GN_1180780700017603,GN|1180780700017603|23210|1|00000,2023-03-08,37,2022-08-19,2023-02-07,5,172,2
GN_1180780700018903,GN|1180780700018903|23210|1|00000,2023-03-08,1786,2022-08-19,2023-02-07,5,172,2
GN_1180780700026801,GN|1180780700026801|23210|1|00000,2023-03-08,222,2022-08-20,2023-02-08,5,172,2
GN_1180780700028204,GN|1180780700028204|23210|1|00000,2023-03-08,10,2022-08-19,2023-02-07,5,172,2
GN_1180780700033301,GN|1180780700033301|23210|1|00000,2023-03-08,6,2022-08-19,2023-02-07,5,172,2
GN_1180780700069003,GN|1180780700069003|23210|1|00000,2023-03-08,12,2022-08-19,2023-02-07,5,172,2
GN_1180780700087001,GN|1180780700087001|23210|1|00000,2023-03-08,43,2022-08-19,2023-02-07,5,172,2
GN_1180780700096702,GN|1180780700096702|23210|1|00000,2023-03-08,3,2022-08-19,2023-02-07,5,172,2
GN_1180780700172801,GN|1180780700172801|23210|1|00000,2023-03-08,1,2022-08-19,2023-02-07,5,172,2
GN_1180780700174401,GN|1180780700174401|23210|1|00000,2023-03-08,1,2022-08-19,2023-02-07,5,172,2
GN_1180780700177601,GN|1180780700177601|23210|1|00000,2023-03-08,1,2022-08-19,2023-02-07,5,172,2
GN_1180780700203801,GN|1180780700203801|23210|1|00000,2023-03-08,5,2022-08-19,2023-02-07,5,172,2
GN_1180780700204901,GN|1180780700204901|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700205401,GN|1180780700205401|23210|1|00000,2023-03-08,0,2022-08-20,2023-02-08,5,172,2
GN_1180780700206001,GN|1180780700206001|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700219305,GN|1180780700219305|23210|1|00000,2023-03-08,131,2022-08-19,2023-02-07,5,172,2
GN_1180780700234903,GN|1180780700234903|23210|1|00000,2023-03-08,14,2022-08-19,2023-02-07,5,172,2
GN_1180780700244207,GN|1180780700244207|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700248504,GN|1180780700248504|23210|1|00000,2023-03-08,40,2022-08-19,2023-02-07,5,172,2
GN_1180780700249602,GN|1180780700249602|23210|1|00000,2023-03-08,90,2022-08-19,2023-02-07,5,172,2
GN_1180780700265802,GN|1180780700265802|23210|1|00000,2023-03-08,44,2022-08-19,2023-02-07,5,172,2
GN_1180780700274301,GN|1180780700274301|23210|1|00000,2023-03-08,39,2022-08-19,2023-02-07,5,172,2
GN_1180780700278201,GN|1180780700278201|23210|1|00000,2023-03-08,3,2022-08-19,2023-02-07,5,172,2
GN_1180780700278301,GN|1180780700278301|23210|1|00000,2023-03-08,1,2022-08-19,2023-02-07,5,172,2
GN_1180780700278401,GN|1180780700278401|23210|1|00000,2023-03-08,0,2022-08-20,2023-02-08,5,172,2
GN_1180780700278902,GN|1180780700278902|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700279002,GN|1180780700279002|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700279201,GN|1180780700279201|23210|1|00000,2023-03-08,51,2022-08-19,2023-02-07,5,172,2
GN_1180780700279301,GN|1180780700279301|23210|1|00000,2023-03-08,522,2022-08-19,2023-02-07,5,172,2
GN_1180780700279501,GN|1180780700279501|23210|1|00000,2023-03-08,257,2022-08-19,2023-02-07,5,172,2
GN_1180780700279703,GN|1180780700279703|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700280001,GN|1180780700280001|23210|1|00000,2023-03-08,26,2022-08-19,2023-02-07,5,172,2
GN_1180780700280701,GN|1180780700280701|23210|1|00000,2023-03-08,151,2022-08-19,2023-02-07,5,172,2
GN_1180780700280801,GN|1180780700280801|23210|1|00000,2023-03-08,6,2022-08-20,2023-02-08,5,172,2
GN_1180780700280901,GN|1180780700280901|23210|1|00000,2023-03-08,1693,2022-08-19,2023-02-07,5,172,2
GN_1180780700281301,GN|1180780700281301|23210|1|00000,2023-03-08,107,2022-08-19,2023-02-07,5,172,2
GN_1180780700305401,GN|1180780700305401|23210|1|00000,2023-03-08,1,2022-08-19,2023-02-07,5,172,2
GN_1180780700311401,GN|1180780700311401|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700311601,GN|1180780700311601|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700311701,GN|1180780700311701|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700316402,GN|1180780700316402|23210|1|00000,2023-03-08,7,2022-08-19,2023-02-07,5,172,2
GN_1180780700320901,GN|1180780700320901|23210|1|00000,2023-03-08,19,2022-08-19,2023-02-07,5,172,2
GN_1180780700331301,GN|1180780700331301|23210|1|00000,2023-03-08,1,2022-08-19,2023-02-07,5,172,2
GN_1180780700334701,GN|1180780700334701|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700335001,GN|1180780700335001|23210|1|00000,2023-03-08,1,2022-08-19,2023-02-07,5,172,2
GN_1180780700335101,GN|1180780700335101|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700337301,GN|1180780700337301|23210|1|00000,2023-03-08,26,2022-08-19,2023-02-07,5,172,2
GN_1180780700346501,GN|1180780700346501|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700370401,GN|1180780700370401|23210|1|00000,2023-03-08,6,2022-08-19,2023-02-07,5,172,2
GN_1180780700410301,GN|1180780700410301|23210|1|00000,2023-03-08,5,2022-08-19,2023-02-07,5,172,2
GN_1180780700412501,GN|1180780700412501|23210|1|00000,2023-03-08,30,2022-08-19,2023-02-07,5,172,2
GN_1180780700434604,GN|1180780700434604|23210|1|00000,2023-03-08,1,2022-08-19,2023-02-07,4,172,2
GN_1180780700441601,GN|1180780700441601|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700448901,GN|1180780700448901|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700454601,GN|1180780700454601|23210|1|00000,2023-03-08,0,2022-08-19,2023-02-07,5,172,2
GN_1180780700469201,GN|1180780700469201|23210|1|00000,2023-03-08,27,2022-08-19,2023-02-07,4,172,2
GN_1180780700469401,GN|1180780700469401|23210|1|00000,2023-03-08,124,2022-08-20,2023-02-08,5,172,2
GN_1180880800224201,GN|1180880800224201|24210|1|00000,2024-03-25,256,2023-09-17,2024-03-07,5,172,4
GN_1180980900017305,GN|1180980900017305|23210|1|00000,2023-03-17,189,2022-09-09,2023-02-28,5,172,2
GN_1180980900250907,GN|1180980900250907|23210|1|00000,2023-03-17,120,2022-09-09,2023-02-28,5,172,2
GN_1180980900255301,GN|1180980900255301|23210|1|00000,2023-03-17,6,2022-09-09,2023-02-28,5,172,2
GN_1180980900345902,GN|1180980900345902|23210|1|00000,2023-03-17,3417,2022-09-09,2023-02-28,5,172,2
GN_1180980900499201,GN|1180980900499201|23210|1|00000,2023-03-17,0,2022-09-09,2023-02-28,5,172,2
GN_1180980900649001,GN|1180980900649001|23210|1|00000,2023-03-17,0,2022-09-09,2023-02-28,5,172,2
GN_1180980900698901,GN|1180980900698901|23210|1|00000,2023-03-17,0,2022-09-09,2023-02-28,5,172,2
GN_1180980900717402,GN|1180980900717402|23210|1|00000,2023-03-17,5,2022-09-09,2023-02-28,5,172,2
GN_1181181100001302,GN|1181181100001302|24210|1|00000,2024-03-29,1043,2023-09-23,2024-03-13,5,172,4
GN_1181181100001901,GN|1181181100001901|24210|1|00000,2024-03-29,1634,2023-09-23,2024-03-13,5,172,4
GN_1181181100002401,GN|1181181100002401|24210|1|00000,2024-03-29,15,2023-09-23,2024-03-13,5,172,4
GN_1181181100003001,GN|1181181100003001|24210|1|00000,2024-03-29,294,2023-09-24,2024-03-14,5,172,4
GN_1181181100003102,GN|1181181100003102|24210|1|00000,2024-03-29,223,2023-09-23,2024-03-13,5,172,4
GN_1181181100003601,GN|1181181100003601|24210|1|00000,2024-03-29,34,2023-09-23,2024-03-13,5,172,4
GN_1181181100004501,GN|1181181100004501|24210|1|00000,2024-03-29,41,2023-09-23,2024-03-13,5,172,4
GN_1181181100005002,GN|1181181100005002|24210|1|00000,2024-03-29,9,2023-09-23,2024-03-13,5,172,4
GN_1181181100006501,GN|1181181100006501|24210|1|00000,2024-03-29,29,2023-09-23,2024-03-13,5,172,4
GN_1181181100006805,GN|1181181100006805|24210|1|00000,2024-03-29,18,2023-09-23,2024-03-13,5,172,4
GN_1181181100007402,GN|1181181100007402|24210|1|00000,2024-03-29,31,2023-09-23,2024-03-13,5,172,4
GN_1181181100008201,GN|1181181100008201|24210|1|00000,2024-03-29,38,2023-09-23,2024-03-13,5,172,4
GN_1181181100009301,GN|1181181100009301|24210|1|00000,2024-03-29,226,2023-09-23,2024-03-13,5,172,4
GN_1181181100009602,GN|1181181100009602|24210|1|00000,2024-03-29,136,2023-09-23,2024-03-13,5,172,4
GN_1181181100009708,GN|1181181100009708|24210|1|00000,2024-03-29,1807,2023-09-23,2024-03-13,5,172,4
GN_1181181100010003,GN|1181181100010003|24210|1|00000,2024-03-29,177,2023-09-23,2024-03-13,5,172,4
GN_1181181100010902,GN|1181181100010902|24210|1|00000,2024-03-29,32,2023-09-23,2024-03-13,5,172,4
GN_1181181100011002,GN|1181181100011002|24210|1|00000,2024-03-29,101,2023-09-23,2024-03-13,5,172,4
GN_1181181100011103,GN|1181181100011103|24210|1|00000,2024-03-29,9,2023-09-23,2024-03-13,5,172,4
GN_1181181100011704,GN|1181181100011704|24210|1|00000,2024-03-29,12,2023-09-23,2024-03-13,5,172,4
GN_1181181100012602,GN|1181181100012602|24210|1|00000,2024-03-29,731,2023-09-23,2024-03-13,5,172,4
GN_1181181100014201,GN|1181181100014201|24210|1|00000,2024-03-29,7,2023-09-23,2024-03-13,5,172,4
GN_1181181100015004,GN|1181181100015004|24210|1|00000,2024-03-29,0,2023-09-23,2024-03-13,4,172,4
GN_1181181100015302,GN|1181181100015302|24210|1|00000,2024-03-29,40,2023-09-23,2024-03-13,5,172,4
GN_1181181100015801,GN|1181181100015801|24210|1|00000,2024-03-29,6,2023-09-23,2024-03-13,5,172,4
GN_1181181100016703,GN|1181181100016703|24210|1|00000,2024-03-29,7,2023-09-23,2024-03-13,4,172,4
GN_1181181100017001,GN|1181181100017001|24210|1|00000,2024-03-29,7,2023-09-23,2024-03-13,5,172,4
GN_1181181100017701,GN|1181181100017701|24210|1|00000,2024-03-29,28,2023-09-23,2024-03-13,5,172,4
GN_1181181100025202,GN|1181181100025202|24210|1|00000,2024-03-29,117,2023-09-23,2024-03-13,5,172,4
GN_1181181100025701,GN|1181181100025701|24210|1|00000,2024-03-29,130,2023-09-23,2024-03-13,5,172,4
GN_1181181100025901,GN|1181181100025901|24210|1|00000,2024-03-29,100,2023-09-23,2024-03-13,5,172,4
GN_1181881800158802,GN|1181881800158802|24210|1|00000,2024-05-15,100,2023-10-27,2024-04-16,5,172,4
GN_1182682600033101,GN|1182682600033101|23210|1|00000,2023-05-19,63,2022-11-07,2023-04-28,5,172,2
GN_1182682600033503,GN|1182682600033503|23210|1|00000,2023-05-19,69,2022-11-07,2023-04-28,5,172,2
GN_1182682600049901,GN|1182682600049901|23210|1|00000,2023-05-19,7,2022-11-07,2023-04-28,5,172,2
GN_1182782700011802,GN|1182782700011802|24210|1|00000,2024-05-17,3,2023-10-28,2024-04-17,5,172,4
GN_1183283200027702,GN|1183283200027702|22220|1|00000,2022-11-18,854,2022-05-19,2022-11-07,5,172,1
GN_1183283200029402,GN|1183283200029402|22220|1|00000,2022-11-18,120,2022-05-19,2022-11-07,5,172,1
GN_1183283200048401,GN|1183283200048401|22220|1|00000,2022-11-18,65,2022-05-19,2022-11-07,5,172,1
GN_1183283200152501,GN|1183283200152501|24210|1|00000,2024-05-28,33,2023-11-17,2024-05-07,2,172,1
GN_1183483400020102,GN|1183483400020102|23210|1|00000,2023-05-03,13,2022-10-12,2023-04-02,5,172,2
GN_1183583500015502,GN|1183583500015502|24210|1|00000,2024-05-29,620,2023-11-07,2024-04-27,5,172,4
GN_1183583500028901,GN|1183583500028901|22220|1|00000,2022-11-18,68,2022-05-12,2022-10-31,5,172,1
GN_1183583500029201,GN|1183583500029201|24210|1|00000,2024-05-29,57,2023-11-07,2024-04-27,5,172,4
GN_1184184100001301,GN|1184184100001301|22220|1|00000,2022-12-16,25,2022-06-11,2022-11-30,5,172,1
GN_1184184100002401,GN|1184184100002401|22220|1|00000,2022-12-16,568,2022-06-11,2022-11-30,5,172,1
GN_1184184100010206,GN|1184184100010206|22220|1|00000,2022-12-16,94,2022-06-11,2022-11-30,5,172,1
GN_1184184100016002,GN|1184184100016002|22220|1|00000,2022-12-16,25,2022-06-12,2022-12-01,5,172,1
GN_1184184100017503,GN|1184184100017503|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100017904,GN|1184184100017904|22220|1|00000,2022-12-16,151,2022-06-11,2022-11-30,5,172,1
GN_1184184100018603,GN|1184184100018603|22220|1|00000,2022-12-16,65,2022-06-12,2022-12-01,5,172,1
GN_1184184100018701,GN|1184184100018701|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100021601,GN|1184184100021601|22220|1|00000,2022-12-16,308,2022-06-11,2022-11-30,5,172,1
GN_1184184100021701,GN|1184184100021701|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100022003,GN|1184184100022003|22220|1|00000,2022-12-16,59,2022-06-11,2022-11-30,5,172,1
GN_1184184100044002,GN|1184184100044002|22220|1|00000,2022-12-16,26,2022-06-11,2022-11-30,5,172,1
GN_1184184100044002,GN|1184184100044002|23220|1|00000,2023-12-15,23,2023-06-10,2023-11-29,5,172,3
GN_1184184100064301,GN|1184184100064301|22220|1|00000,2022-12-16,24,2022-06-12,2022-12-01,5,172,1
GN_1184184100068901,GN|1184184100068901|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,6,172,1
GN_1184184100070801,GN|1184184100070801|22220|1|00000,2022-12-16,571,2022-06-11,2022-11-30,5,172,1
GN_1184184100088301,GN|1184184100088301|22220|1|00000,2022-12-16,289,2022-06-11,2022-11-30,5,172,1
GN_1184184100088301,GN|1184184100088301|24220|1|00000,2024-12-10,226,2024-06-10,2024-11-29,5,172,5
GN_1184184100088401,GN|1184184100088401|22220|1|00000,2022-12-16,73,2022-06-11,2022-11-30,5,172,1
GN_1184184100090205,GN|1184184100090205|22220|1|00000,2022-12-16,369,2022-06-11,2022-11-30,6,172,2
GN_1184184100104002,GN|1184184100104002|22220|1|00000,2022-12-16,98,2022-06-11,2022-11-30,5,172,1
GN_1184184100117501,GN|1184184100117501|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100121503,GN|1184184100121503|22220|1|00000,2022-12-16,1,2022-06-11,2022-11-30,5,172,1
GN_1184184100126902,GN|1184184100126902|22220|1|00000,2022-12-16,24,2022-06-11,2022-11-30,5,172,1
GN_1184184100130202,GN|1184184100130202|22220|1|00000,2022-12-16,2,2022-06-11,2022-11-30,5,172,1
GN_1184184100130202,GN|1184184100130202|24220|1|00000,2024-12-10,2,2024-06-10,2024-11-29,5,172,5
GN_1184184100134201,GN|1184184100134201|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100138102,GN|1184184100138102|22220|1|00000,2022-12-16,2,2022-06-11,2022-11-30,5,172,1
GN_1184184100143601,GN|1184184100143601|22220|1|00000,2022-12-16,22,2022-06-11,2022-11-30,5,172,1
GN_1184184100144302,GN|1184184100144302|22220|1|00000,2022-12-16,2,2022-06-11,2022-11-30,5,172,1
GN_1184184100157702,GN|1184184100157702|22220|1|00000,2022-12-16,32,2022-06-11,2022-11-30,5,172,1
GN_1184184100161201,GN|1184184100161201|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100165901,GN|1184184100165901|22220|1|00000,2022-12-16,17,2022-06-11,2022-11-30,5,172,1
GN_1184184100167201,GN|1184184100167201|22220|1|00000,2022-12-16,1,2022-06-11,2022-11-30,5,172,1
GN_1184184100167401,GN|1184184100167401|22220|1|00000,2022-12-16,43,2022-06-11,2022-11-30,5,172,1
GN_1184184100168901,GN|1184184100168901|22220|1|00000,2022-12-16,2,2022-06-11,2022-11-30,5,172,1
GN_1184184100171401,GN|1184184100171401|22220|1|00000,2022-12-16,6,2022-06-11,2022-11-30,5,172,1
GN_1184184100177402,GN|1184184100177402|22220|1|00000,2022-12-16,1,2022-06-11,2022-11-30,5,172,1
GN_1184184100177402,GN|1184184100177402|24220|1|00000,2024-12-10,1,2024-06-10,2024-11-29,5,172,5
GN_1184184100186502,GN|1184184100186502|22220|1|00000,2022-12-16,22,2022-06-12,2022-12-01,6,172,2
GN_1184184100188002,GN|1184184100188002|22220|1|00000,2022-12-16,19,2022-06-11,2022-11-30,6,172,1
GN_1184184100189701,GN|1184184100189701|22220|1|00000,2022-12-16,10,2022-06-11,2022-11-30,5,172,1
GN_1184184100197201,GN|1184184100197201|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100199601,GN|1184184100199601|22220|1|00000,2022-12-16,48,2022-06-11,2022-11-30,5,172,1
GN_1184184100202601,GN|1184184100202601|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100204201,GN|1184184100204201|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,6,172,1
GN_1184184100240303,GN|1184184100240303|22220|1|00000,2022-12-16,14,2022-06-11,2022-11-30,5,172,1
GN_1184184100252801,GN|1184184100252801|22220|1|00000,2022-12-16,490,2022-06-11,2022-11-30,5,172,1
GN_1184184100257903,GN|1184184100257903|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100257903,GN|1184184100257903|23220|1|00000,2023-12-15,1,2023-06-10,2023-11-29,5,172,3
GN_1184184100264101,GN|1184184100264101|22220|1|00000,2022-12-16,3,2022-06-11,2022-11-30,5,172,1
GN_1184184100271804,GN|1184184100271804|22220|1|00000,2022-12-16,568,2022-06-11,2022-11-30,5,172,1
GN_1184184100272403,GN|1184184100272403|22220|1|00000,2022-12-16,4,2022-06-11,2022-11-30,5,172,1
GN_1184184100278104,GN|1184184100278104|22220|1|00000,2022-12-16,4,2022-06-11,2022-11-30,5,172,1
GN_1184184100285001,GN|1184184100285001|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100298004,GN|1184184100298004|22220|1|00000,2022-12-16,427,2022-06-12,2022-12-01,4,172,1
GN_1184184100303401,GN|1184184100303401|22220|1|00000,2022-12-16,2,2022-06-12,2022-12-01,5,172,1
GN_1184184100305501,GN|1184184100305501|22220|1|00000,2022-12-16,17,2022-06-11,2022-11-30,5,172,1
GN_1184184100313701,GN|1184184100313701|22220|1|00000,2022-12-16,8,2022-06-11,2022-11-30,5,172,1
GN_1184184100313801,GN|1184184100313801|22220|1|00000,2022-12-16,0,2022-06-12,2022-12-01,5,172,1
GN_1184184100314704,GN|1184184100314704|22220|1|00000,2022-12-16,141,2022-06-11,2022-11-30,5,172,1
GN_1184184100329701,GN|1184184100329701|22220|1|00000,2022-12-16,5,2022-06-11,2022-11-30,5,172,1
GN_1184184100330003,GN|1184184100330003|22220|1|00000,2022-12-16,328,2022-06-11,2022-11-30,5,172,1
GN_1184184100331302,GN|1184184100331302|22220|1|00000,2022-12-16,1,2022-06-12,2022-12-01,5,172,1
GN_1184184100338204,GN|1184184100338204|22220|1|00000,2022-12-16,3,2022-06-11,2022-11-30,5,172,1
GN_1184184100338406,GN|1184184100338406|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100341402,GN|1184184100341402|22220|1|00000,2022-12-16,3,2022-06-11,2022-11-30,5,172,1
GN_1184184100341402,GN|1184184100341402|23220|1|00000,2023-12-15,4,2023-06-12,2023-12-01,5,172,3
GN_1184184100341702,GN|1184184100341702|22220|1|00000,2022-12-16,46,2022-06-11,2022-11-30,5,172,1
GN_1184184100342304,GN|1184184100342304|22220|1|00000,2022-12-16,12,2022-06-11,2022-11-30,5,172,1
GN_1184184100349002,GN|1184184100349002|22220|1|00000,2022-12-16,6,2022-06-11,2022-11-30,6,172,1
GN_1184184100357202,GN|1184184100357202|22220|1|00000,2022-12-16,7,2022-06-11,2022-11-30,5,172,1
GN_1184184100357705,GN|1184184100357705|22220|1|00000,2022-12-16,8,2022-06-11,2022-11-30,5,172,1
GN_1184184100361201,GN|1184184100361201|22220|1|00000,2022-12-16,180,2022-06-11,2022-11-30,5,172,1
GN_1184184100361401,GN|1184184100361401|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100361701,GN|1184184100361701|22220|1|00000,2022-12-16,167,2022-06-11,2022-11-30,5,172,1
GN_1184184100361901,GN|1184184100361901|22220|1|00000,2022-12-16,79,2022-06-11,2022-11-30,5,172,1
GN_1184184100366001,GN|1184184100366001|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100366601,GN|1184184100366601|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100366701,GN|1184184100366701|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100366701,GN|1184184100366701|24220|1|00000,2024-12-10,0,2024-06-10,2024-11-29,5,172,5
GN_1184184100366801,GN|1184184100366801|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100366901,GN|1184184100366901|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100367101,GN|1184184100367101|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100367201,GN|1184184100367201|24220|1|00000,2024-12-10,0,2024-06-10,2024-11-29,5,172,5
GN_1184184100367401,GN|1184184100367401|22220|1|00000,2022-12-16,15,2022-06-11,2022-11-30,5,172,1
GN_1184184100367501,GN|1184184100367501|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100367701,GN|1184184100367701|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100367801,GN|1184184100367801|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100367901,GN|1184184100367901|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100368001,GN|1184184100368001|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100368201,GN|1184184100368201|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100368301,GN|1184184100368301|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100368501,GN|1184184100368501|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100368601,GN|1184184100368601|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100368701,GN|1184184100368701|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100369101,GN|1184184100369101|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100369201,GN|1184184100369201|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100369501,GN|1184184100369501|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100369601,GN|1184184100369601|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100369801,GN|1184184100369801|22220|1|00000,2022-12-16,0,2022-06-12,2022-12-01,5,172,1
GN_1184184100370801,GN|1184184100370801|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100371201,GN|1184184100371201|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100378801,GN|1184184100378801|22220|1|00000,2022-12-16,1,2022-06-11,2022-11-30,5,172,1
GN_1184184100381301,GN|1184184100381301|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100384101,GN|1184184100384101|22220|1|00000,2022-12-16,6,2022-06-11,2022-11-30,5,172,1
GN_1184184100390201,GN|1184184100390201|22220|1|00000,2022-12-16,35,2022-06-11,2022-11-30,5,172,1
GN_1184184100391002,GN|1184184100391002|22220|1|00000,2022-12-16,4,2022-06-11,2022-11-30,6,172,1
GN_1184184100394203,GN|1184184100394203|22220|1|00000,2022-12-16,72,2022-06-11,2022-11-30,5,172,1
GN_1184184100395401,GN|1184184100395401|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100398701,GN|1184184100398701|22220|1|00000,2022-12-16,197,2022-06-11,2022-11-30,5,172,1
GN_1184184100401201,GN|1184184100401201|22220|1|00000,2022-12-16,91,2022-06-11,2022-11-30,5,172,1
GN_1184184100404703,GN|1184184100404703|22220|1|00000,2022-12-16,123,2022-06-11,2022-11-30,5,172,1
GN_1184184100413501,GN|1184184100413501|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100418201,GN|1184184100418201|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100418401,GN|1184184100418401|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100418701,GN|1184184100418701|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100418901,GN|1184184100418901|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100419001,GN|1184184100419001|24220|1|00000,2024-12-10,0,2024-06-10,2024-11-29,5,172,5
GN_1184184100419301,GN|1184184100419301|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100419401,GN|1184184100419401|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100419501,GN|1184184100419501|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100420101,GN|1184184100420101|22220|1|00000,2022-12-16,501,2022-06-11,2022-11-30,5,172,1
GN_1184184100420101,GN|1184184100420101|23220|1|00000,2023-12-15,345,2023-06-09,2023-11-28,5,172,3
GN_1184184100420201,GN|1184184100420201|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
GN_1184184100420201,GN|1184184100420201|24220|1|00000,2024-12-10,0,2024-06-10,2024-11-29,5,172,5
GN_1184184100420401,GN|1184184100420401|22220|1|00000,2022-12-16,0,2022-06-11,2022-11-30,5,172,1
