CLE_ABONNEMENT,DATE_ENTREE_LOCAL_ABONNEMENT,DATE_SOUSCRIPTION_ABONNEMENT,DATE_RESILIATION_ABONNEMENT
GN_1180180102710803,2007-12-13,2007-12-18,2022-09-27
GN_1180180103864502,2009-04-20,2009-04-20,2019-01-11
GN_1180880800117601,1980-01-01,,
GN_1180280200891203,2014-04-01,2014-04-09,
GN_1180180103885201,2006-02-23,2006-09-12,2020-06-11
GN_1180280200868501,2006-10-01,2007-03-16,
GN_1180180100032001,,,2024-11-04
GN_1180180100784503,2009-10-26,2010-03-24,
GN_1180180103971301,2008-07-01,2008-07-01,
GN_1180180100099603,2006-07-01,2006-09-21,2019-10-30
GN_1180380301235102,2014-10-06,2014-10-06,2021-07-23
GN_1180180100534401,,,2020-08-01
GN_1180180102424501,,,
GN_1180180101797901,,,
GN_1180180103502908,2013-10-28,2013-10-28,2020-07-07
GN_1180180103314203,2006-12-01,2007-02-01,
GN_1180880800311601,2007-03-08,2007-03-30,
GN_1180880800188404,2007-10-15,2007-10-15,
GN_1180880800181502,2002-12-17,2002-12-17,
GN_1180880800267301,1994-03-11,,
GN_1180180103508802,2013-04-01,2013-04-01,2023-01-09
GN_1180180103586901,1996-06-19,,
GN_1180180101048602,1994-07-01,,2022-03-21
GN_1180180102880608,2015-01-01,2015-01-01,
GN_1180580500184703,2017-07-03,2017-07-03,
GN_1180380301268601,2017-05-09,2017-06-16,
GN_1183183100110305,2018-11-26,2018-11-28,
GN_1180180102796801,,,2022-05-13
GN_1180880800232802,2008-11-06,2008-11-06,
GN_1180880800302602,2008-11-06,2008-11-06,
GN_1180880899800501,1997-11-26,,1999-11-24
GN_1180180103795902,2018-04-01,2018-04-01,
GN_1180380301016101,1991-03-12,,
GN_1180380301225101,2011-09-15,2011-11-16,
GN_1180180104257802,2016-06-07,2016-06-06,2021-12-30
GN_1180180102063601,,,
GN_1184284200049705,2021-03-03,2021-03-03,2023-01-19
GN_1180180103410501,1993-01-28,,2021-12-03
GN_1180180100286301,,,2021-12-03
GN_1180180102199304,2004-01-01,2004-02-06,2022-07-01
GN_1180380301215402,2017-01-30,2017-01-30,
GN_1180180100025801,,,
GN_1180180103068302,2000-10-05,2000-10-05,2021-02-25
GN_1182782700046202,2016-12-13,2016-12-13,
GN_1182782700011802,2016-06-01,2016-06-01,
GN_1182782700005001,,,
GN_1183583500014301,,,
GN_1184284200049704,2020-10-09,2020-10-09,2021-03-03
GN_1184284200221201,2016-09-15,2016-09-15,
GN_1180880800366401,2022-11-27,2022-12-27,
GN_1180180102697506,2015-10-05,2015-10-05,
GN_1180180103847801,2004-12-15,2005-05-18,
GN_1180180103246102,,,
GN_1180180100007702,2006-01-16,2006-01-16,
GN_1180180104047701,2009-07-01,2009-07-01,
GN_1180180102073402,,,
GN_1180280200704301,1992-07-01,,
GN_1180280200763401,2001-07-31,2001-07-31,2021-12-03
GN_1180180102529503,1994-07-01,,
GN_1180280200704201,1992-07-01,,
GN_1180180100175003,2007-07-01,2007-07-11,
GN_1180180103752502,2019-08-14,2019-08-14,
GN_1180180102413101,,,
GN_1180180101717902,2016-06-21,2016-06-21,
GN_1180180101048702,1991-04-15,,2023-04-26
GN_1180480400780601,1991-07-01,,
GN_1180280200936502,2015-05-21,2015-05-26,
GN_1180180100685502,2007-03-29,2007-03-29,2023-07-24
GN_1180380300869903,2011-08-10,2011-08-10,
GN_1180380301142302,2005-06-13,2005-07-28,
GN_1180480400051102,1991-09-12,,
GN_1183583500014201,,,
GN_1183483400135901,1999-12-14,2000-12-01,
GN_1184484400115101,1994-07-01,,
GN_1184184100606703,2017-07-01,2017-07-25,2021-03-08
GN_1180380301246701,2015-03-27,2015-03-26,
GN_1180480400796502,2012-02-29,2012-03-02,
GN_1180980900538101,1997-03-07,,
GN_1180180104291301,2014-07-11,2014-08-07,
GN_1180880800336501,2014-02-01,2014-01-23,
GN_1180880800336301,2014-02-01,2014-01-23,
GN_1180180104251601,2013-03-14,2013-03-05,
GN_1180380301244101,2014-06-30,2014-08-13,
GN_1180180104254801,2013-03-21,2013-03-20,
GN_1180180100025901,,,
GN_1180180102289601,,,
GN_1180180100799901,,,
GN_1180180102295701,,,
GN_1180680600029002,1994-01-01,,
GN_1180680600093701,2020-06-09,2020-06-09,
GN_1180680600062101,1997-06-16,,
GN_1180680600074901,2003-04-23,2004-01-27,
GN_1180680600067001,2001-03-15,2001-05-16,
GN_1181281200033801,1994-03-09,,2019-10-16
GN_1181881800172704,2011-06-01,2011-06-22,
GN_1180380300515101,,,2021-09-30
GN_1183483400035101,,,
GN_1183483400020102,2004-05-31,2004-06-10,
GN_1184184100015402,2016-12-06,2016-12-06,
GN_1184184100471001,1995-07-01,,
GN_1184184100637401,,2013-05-24,2021-02-22
GN_1180180100107604,2018-04-24,2018-04-24,2018-09-13
GN_1180180102754601,,,
GN_1180180102800006,2009-10-30,2009-11-02,2022-09-01
GN_1180180103096601,,,
GN_1180180103309003,2002-06-26,2002-06-21,
GN_1180980900534705,2007-03-20,2007-03-20,
GN_1180880800235901,,,
GN_1184384300073704,1997-09-30,,
GN_1184384300073201,1994-07-01,,2020-02-19
GN_1184384300073101,1994-07-01,,2020-02-19
GN_1180180103634701,1997-09-22,,2018-08-23
GN_1180380301082801,1998-07-01,,
GN_1181881800155802,2004-10-01,2004-09-23,
GN_1183483400060905,2016-08-10,2016-08-11,2023-07-31
GN_1183483400137201,2000-07-05,2001-06-05,
GN_1183483400009803,2017-05-03,2017-05-03,
GN_1180180100227101,,,
GN_1180180100781801,,,
GN_1183483400053701,,,2021-10-05
GN_1180980900011101,,,
GN_1180980900630901,2003-05-22,2004-02-27,
GN_1180980900479002,2000-10-23,2000-10-23,
GN_1180180103867901,2005-10-27,2006-02-17,
GN_1180180100273306,2005-10-01,2005-12-14,
GN_1180480400449603,2006-09-05,2006-09-05,2022-11-22
GN_1180180103758201,2002-03-27,2002-03-27,
GN_1184184100408901,1991-06-19,,
GN_1184184100121503,2020-03-23,2020-07-16,
GN_1184184100609901,2009-07-30,2009-08-07,
GN_1184184100663202,2023-12-30,2023-12-30,
GN_1184184100606903,2016-05-02,2016-05-02,2024-11-01
GN_1180180100697305,2014-10-16,2014-10-16,
GN_1180180102930502,,,
GN_1180280200860001,2006-06-02,2006-06-02,
GN_1184184100357202,1996-12-02,,
GN_1180380301049701,1994-09-14,,
GN_1180380301024002,2002-10-14,2002-10-14,
GN_1185185100003901,,,2021-03-05
GN_1184184100319706,2008-02-29,2008-02-19,2019-12-10
GN_1181181100010003,1997-10-31,,
GN_1180180100222401,,,
GN_1180180100220701,,,
GN_1180180102286201,,,
GN_1180480400140701,,,
GN_1181881800171802,2016-07-06,2016-07-22,
GN_1181881800171702,2016-07-06,2016-07-22,
GN_1180180103621205,2016-05-27,2016-06-03,2018-11-22
GN_1180180102015604,2011-08-16,2011-08-08,
GN_1180180100179501,,,
GN_1180180100235806,2018-02-09,2018-02-14,
GN_1180180101032801,,,2019-10-16
GN_1180180103921403,2008-04-08,2008-06-12,
GN_1180380301213602,2014-06-10,2014-06-10,
GN_1184184100391002,2018-01-09,2018-01-09,2023-08-22
GN_1184184100332804,2014-02-19,2014-02-19,2019-10-15
GN_1184184100620102,2011-04-01,2011-04-01,2019-11-27
GN_1184184100535601,2001-06-19,2002-08-06,
GN_1184184100606501,2009-04-01,2009-04-16,
GN_1180280200074101,,,
GN_1180280200745701,1996-02-23,,
GN_1180180101045401,,,
GN_1180180100087903,2008-12-01,2008-12-29,
GN_1180380300012508,2018-11-27,2018-11-27,
GN_1180480400077904,2021-09-30,2021-09-30,2021-10-22
GN_1180380300011901,,,1990-01-01
GN_1184284200184701,2008-01-01,2008-01-01,
GN_1184184100001301,,,2023-11-20
GN_1180180103442104,2012-01-17,2012-01-17,2020-11-20
GN_1180180102751002,2007-01-10,2007-01-15,
GN_1180380300932704,2003-03-28,2003-03-31,2018-10-16
GN_1180480400830201,1997-07-01,,2021-06-09
GN_1180180100365602,2017-06-02,2017-06-02,
GN_1180180100335707,2018-07-19,2018-07-19,
GN_1180180103594005,2005-07-04,2005-07-01,
GN_1180980900579601,2000-04-11,2000-05-29,
GN_1184184100104702,,,
GN_1184184100003501,,,2023-12-19
GN_1180180100113802,2001-04-01,2001-04-09,
GN_1180180103558405,2014-07-01,2014-09-04,
GN_1180180100099305,2012-02-09,2012-03-09,2024-02-05
GN_1184284200102501,1994-06-22,,
GN_1180180101042201,,,2019-02-05
GN_1180380300721405,2011-08-10,2011-08-10,
GN_1180180101765501,,,
GN_1180480400821801,1996-01-01,,
GN_1183183100103101,,,
GN_1180480400778201,1991-02-20,,
GN_1180780700205701,,,
GN_1183183100198301,1994-01-01,,
GN_1180180100523202,2000-06-02,2000-06-05,
GN_1180180103730701,2001-06-06,2001-06-20,
GN_1180180103679601,1999-01-14,,
GN_1180180103353001,1992-01-01,,
GN_1180480400759201,1991-07-01,,
GN_1180180103730801,2001-06-06,2001-06-20,
GN_1180780700206001,,,
GN_1183183100198501,1994-01-01,,
GN_1180180103361201,1992-03-31,,
GN_1180180104412401,2018-04-20,2018-04-13,
GN_1180480400821901,1996-01-01,,
GN_1180180103353801,1992-01-01,,
GN_1180180103839901,2004-11-16,2005-01-17,
GN_1180180103628901,1997-07-18,,
GN_1180180103740001,2001-06-08,2002-01-24,
GN_1180880800281901,1996-01-01,,
GN_1183183100235601,2006-11-22,2007-04-18,
GN_1180180100199402,1994-08-24,,
GN_1180780700410301,2009-11-19,2010-11-05,
GN_1180180104383401,2017-11-22,2017-11-30,
GN_1183183100198201,1994-01-01,,
GN_1180780700205401,,,
GN_1180280201031601,2019-03-06,2019-03-21,
GN_1180180103334001,1991-07-01,,
GN_1180180104416901,2018-04-20,2018-04-25,
GN_1183183100103701,,,
GN_1184484400248401,2011-06-29,2011-07-21,
GN_1180580500217901,2007-04-24,2007-06-13,
GN_1180180103438901,1993-10-20,,
GN_1180480400629603,1999-01-08,,
GN_1180180102483601,,,
GN_1180480400856301,2000-11-13,2001-01-25,
GN_1180480400202302,1994-01-01,,
GN_1180180103822801,2004-01-06,2004-01-06,
GN_1180980900597501,2001-05-18,2001-11-22,
GN_1180180103269301,,,
GN_1180180103352901,1992-01-01,,
GN_1180380301072101,1996-05-20,,
GN_1180280201032001,2019-03-06,2019-03-21,
GN_1180380301242901,2014-06-20,2014-06-16,
GN_1180480400816801,1995-02-22,,
GN_1180580500219101,2007-05-24,2007-06-13,
GN_1180780700454601,2017-01-25,2017-02-03,
GN_1180380301088201,1998-09-02,,
GN_1180480400759901,1991-07-01,,
GN_1180180103325601,1991-07-01,,
GN_1180480400843601,2000-06-21,2000-10-25,
GN_1180180102075901,,,
GN_1180180103531001,1994-11-29,,
GN_1183183100198401,1994-01-01,,
GN_1180180103627401,1997-09-04,,
GN_1180380301072001,1996-05-20,,
GN_1180180102694303,1992-07-01,,
GN_1180580500219201,2007-05-24,2007-06-13,
GN_1180380301051901,1994-09-13,,
GN_1185185100118301,2018-06-18,2018-06-18,
GN_1180180103728901,2000-12-29,2001-06-12,
GN_1180180103704401,2000-01-19,2000-06-27,
GN_1180280200931703,2013-01-01,2013-03-22,
GN_1180880800281801,1996-01-01,,
GN_1180880800292201,2000-03-13,2000-05-29,
GN_1180180101085101,,,
GN_1180280200932901,2011-05-25,2011-06-01,
GN_1180280201037301,2019-03-06,2019-03-21,
GN_1180180102483701,,,
GN_1180480400780701,1991-07-01,,
GN_1180280201004501,2015-06-18,2015-06-18,
GN_1180480400780901,1991-07-01,,
GN_1180480400778501,1991-02-20,,
GN_1180180103523301,1994-07-01,,
GN_1180480400844601,2000-06-27,2000-10-25,
GN_1180380301087201,1998-09-02,,
GN_1180180104263501,2013-05-15,2013-04-30,
GN_1180480400862001,2001-11-13,2002-02-01,
GN_1180380301052801,1994-09-13,,
GN_1180180104419801,2018-04-10,2018-04-17,
GN_1180880800277401,1995-01-01,,
GN_1180380301273401,2019-04-14,2019-05-29,
GN_1180480400759401,1991-07-01,,
GN_1180180103738401,2001-06-08,2002-01-24,
GN_1180280201031401,2018-07-12,2019-03-06,
GN_1180380301057001,1994-10-20,,
GN_1180180102572001,,,
GN_1180180102284601,,,
GN_1180180103820601,2003-12-18,2004-01-01,
GN_1180880800172701,,,
GN_1180180103101701,,,
GN_1180180103529601,1994-11-29,,
GN_1180480400997101,2019-12-09,2019-12-24,
GN_1180880800193901,,,
GN_1185185100117501,2018-06-18,2018-06-18,
GN_1180480400997001,2019-08-27,2019-08-27,
GN_1180180103358401,1991-12-20,,
GN_1180180104419901,2018-04-10,2018-04-17,
GN_1180880800259701,1992-08-24,,
GN_1180480400780501,1991-07-01,,
GN_1180180103860501,2005-07-25,2005-09-20,
GN_1180380301089601,1998-09-02,,
GN_1180480400983401,2017-10-13,2017-10-18,
GN_1180480400854401,2000-11-14,2001-01-25,
GN_1180980900287801,,,
GN_1180180103557701,1996-01-01,,
GN_1180980900446701,1992-01-01,,
GN_1180280201032101,2019-03-06,2019-03-21,
GN_1180780700432903,2011-01-12,2011-04-27,
GN_1180980900327601,,,
GN_1180180103739201,2001-06-08,2002-01-24,
GN_1180480400781501,1991-07-01,,
GN_1180480400853301,2000-11-20,2001-01-26,
GN_1180480400759301,1991-07-01,,
GN_1180180103731001,2001-06-06,2001-06-20,
GN_1180180103437401,1993-07-02,,
GN_1180380301050101,1994-09-13,,
GN_1180580500048702,1992-02-17,,
GN_1180480400759601,1991-07-01,,
GN_1183183100129501,,,
GN_1180880800282001,1996-01-01,,
GN_1180380301056901,1994-10-17,,
GN_1180980900538001,1997-03-07,,
GN_1180980900597401,2001-05-15,2001-11-22,
GN_1180380301102401,2000-11-09,2001-01-18,
GN_1180480400855301,2000-11-13,2001-01-25,2022-07-05
GN_1180180103522801,1994-07-01,,
GN_1180180103368601,1992-01-01,,
GN_1180780700448901,2016-02-28,2016-03-09,
GN_1180180103820401,2004-01-06,2004-01-06,
GN_1180780700454701,2017-01-25,2017-02-03,
GN_1180180103731101,2001-06-06,2001-06-20,
GN_1183183100198101,1994-01-01,,
GN_1180380301055701,1994-10-17,,
GN_1180180103935001,2007-07-20,2007-08-02,2021-02-16
GN_1180480400781101,1991-07-01,,
GN_1180180101739402,1992-01-01,,
GN_1180480400759501,1991-07-01,,
GN_1180180102575601,,,
GN_1180180103853402,2012-02-29,2012-03-02,
GN_1183183100103201,,,
GN_1180180102073901,,,
GN_1180180103440601,1993-10-20,,
GN_1180280200947101,2011-04-01,2011-04-01,
GN_1180380301191001,2008-10-07,2008-10-30,
GN_1180180100682202,1991-06-20,,
GN_1180480400781001,1991-07-01,,
GN_1180480400781301,1991-07-01,,
GN_1180280200922001,2011-03-24,2011-03-31,
GN_1180980900287901,,,
GN_1180180103679802,2000-05-19,2000-05-19,
GN_1180380301103601,2000-11-17,2001-01-18,
GN_1180580500219001,2007-04-24,2007-06-13,
GN_1180180103352801,1992-01-01,,
GN_1180180103437601,1993-07-16,,
GN_1183183100129601,,,
GN_1180180101901502,1993-01-01,,
GN_1180380301053701,1994-09-13,,
GN_1180980900287601,,,
GN_1180780700279703,2011-01-01,2011-01-01,
GN_1180480400853401,2000-11-13,2001-01-26,
GN_1180180103627901,1997-09-21,,
GN_1180180103895701,2006-11-06,2007-02-19,
GN_1180180103333802,1998-11-20,,
GN_1180980900287701,,,
GN_1180480400329101,,,
GN_1180880800277501,1995-01-01,,
GN_1180380301102201,2000-11-09,2001-01-18,
GN_1180180103355701,1991-12-20,,
GN_1180480400815701,1995-02-22,,
GN_1180780700414801,2010-07-07,2010-07-07,
GN_1180180103840101,2004-11-16,2005-01-17,
GN_1180180103730901,2001-06-06,2001-06-20,
GN_1180180101098701,,,
GN_1180480400333301,,,
GN_1180880800292301,2000-03-14,2000-05-29,
GN_1180180103500301,1994-04-12,,
GN_1180380301102501,2000-11-09,2001-01-18,
GN_1180180100700902,1992-09-01,,
GN_1180480400815601,1995-02-22,,
GN_1180380301051001,1994-09-13,,
GN_1180180103895801,2006-11-23,2007-02-19,
GN_1180480400854301,2000-11-13,2001-01-26,2022-07-05
GN_1180880800284601,1997-01-01,,
GN_1180180103357001,1991-12-20,,
GN_1180480400781401,1991-07-01,,
GN_1180480400983501,2017-10-13,2017-10-18,
GN_1180180104475801,2020-09-16,2020-09-16,
GN_1180180104023501,2009-06-25,2009-06-25,
GN_1180180103523101,1994-07-01,,
GN_1180380301072201,1996-05-20,,
GN_1180480400814501,1995-02-22,,
GN_1180480400780801,1991-07-01,,
GN_1180580500218001,2007-04-24,2007-06-13,
GN_1180980900446601,1992-01-01,,
GN_1180480400203202,1994-01-01,,
GN_1180480400759701,1991-07-01,,
GN_1180180103704301,2000-01-19,2000-06-27,
GN_1180480400863901,2001-11-12,2002-04-04,
GN_1180180101604002,1994-06-01,,
GN_1180180101505101,,,
GN_1180180104027701,2009-07-01,2009-07-01,
GN_1180180104027501,2009-07-01,2009-07-01,
GN_1180380301106101,2001-01-08,2001-03-19,
GN_1180180100150902,1992-01-20,,2023-07-24
GN_1180980900215601,,,2024-07-25
GN_1180380301244901,2015-02-05,2015-02-24,
GN_1180180103097601,,,
GN_1180180104230401,2012-09-10,2012-09-12,
GN_1180180199802601,1992-01-01,,2015-04-15
GN_1180180199802801,1993-07-01,,1994-06-15
GN_1180480400959201,2014-02-15,2014-02-05,
GN_1180480400957101,2013-12-06,2014-02-26,
GN_1180480400961201,2014-06-01,2014-10-06,
GN_1180480400613502,1991-07-01,,
GN_1180180100545801,,,
GN_1181181100017701,2010-07-01,2010-11-25,
GN_1180180102998705,1998-01-02,,
GN_1180280200589703,2005-01-03,2005-01-03,2024-01-17
GN_1180180100115503,2015-09-25,2015-12-03,
GN_1180280200890401,2008-07-01,2008-07-01,
GN_1180180100016704,2017-03-01,2017-03-01,
GN_1180180104119702,2023-02-17,2023-02-17,
GN_1180180100014405,2012-11-07,2012-11-07,
GN_1180180100173205,2011-05-24,2011-05-24,
GN_1180180101513201,,,
GN_1180180101523201,,,
GN_1180180101523401,,,
GN_1180180102018804,2014-04-08,2014-04-07,
GN_1180180101499503,2013-04-01,2013-05-13,2015-12-03
GN_1180180100101003,2023-01-30,2023-01-30,
GN_1180380301112803,2023-11-13,2023-11-13,2024-09-02
GN_1180380301005404,2004-06-24,2004-06-24,
GN_1180380301065503,2008-11-19,2008-11-19,
GN_1180180101598203,2005-04-06,2005-04-06,
GN_1180180103406501,1992-11-05,,
GN_1180280200890602,2020-01-28,2020-02-12,
GN_1180380300909401,,,
GN_1180280200160604,2018-09-18,2018-09-18,
GN_1181181100001901,,,
GN_1181181100009801,,,2023-05-17
GN_1180180103594303,2015-08-01,2015-08-11,
GN_1180180103594202,2015-08-01,2015-08-11,
GN_1180180102413001,,,
GN_1180280200835401,2004-03-30,2004-09-06,
GN_1180180100182704,2007-03-16,2007-03-29,
GN_1180180100028702,2005-09-29,2005-09-29,
GN_1180280200835501,2004-03-30,2004-09-06,
GN_1180480400464902,1997-11-01,,
GN_1180980900486201,1993-11-22,,2021-11-24
GN_1180180104065501,2010-04-01,2010-04-13,
GN_1180380300587004,2018-08-01,2018-08-01,
GN_1180380301006402,1995-05-01,,
GN_1180680600030602,1992-07-01,,
GN_1180180100764301,,,
GN_1180180102916501,,,2023-10-09
GN_1180180103094002,2022-05-06,2022-05-06,
GN_1180180103245705,2003-01-24,2003-01-28,
GN_1180180100098804,2002-07-01,2002-09-06,
GN_1183383300008403,2011-07-01,2015-07-08,
GN_1180180102104610,2015-12-21,2015-12-21,
GN_1180180102547401,,,
GN_1180180100540602,2012-04-24,2012-05-04,
GN_1180380300586702,2018-01-30,2018-08-20,
GN_1180180101633403,2016-02-24,2016-02-24,
GN_1180980900320104,2006-05-22,2006-05-19,
GN_1180180100171301,,,
GN_1180180103623606,2009-07-02,2009-07-02,
GN_1180180102706003,1992-11-01,,
GN_1180180100275709,2016-09-21,2016-09-21,2022-10-11
GN_1180180100031302,2005-07-27,2005-07-27,
GN_1180180103593905,2015-01-01,2015-09-04,
GN_1180180103613406,2017-07-01,2017-07-03,
GN_1180180103729901,2001-01-23,2001-06-12,
GN_1180180101767302,1994-01-01,,2021-12-08
GN_1180180103326201,1991-07-01,,
GN_1180180102380301,,,
GN_1180180101692701,,,
GN_1184184100420201,1993-06-01,,
GN_1184184100329701,,,
GN_1180180100715701,,,
GN_1180180103327201,1991-07-01,,
GN_1180180100071901,,,
GN_1180180103427501,1993-07-01,,
GN_1180180100713601,,,
GN_1180180103427101,1993-07-01,,
GN_1180180100267701,,,
GN_1180180103751901,2002-01-01,2002-05-30,
GN_1184184100583601,2008-02-18,2008-03-06,
GN_1180180103370204,1997-11-28,,
GN_1180180103427001,1993-07-01,,
GN_1180180103437102,1997-07-01,,
GN_1180180103427401,1993-07-01,,
GN_1180180103524202,1995-07-01,,
GN_1180180100717801,,,
GN_1180180103427301,1993-07-01,,
GN_1184184100367201,1993-06-01,,
GN_1180180103163101,1991-02-25,,
GN_1180180103426801,1993-07-01,,
GN_1180180100720401,,,
GN_1180180103326101,1991-07-01,,
GN_1180180100102102,2013-10-07,2013-12-30,2020-01-21
GN_1180280200525102,1991-01-05,,
GN_1180580500045201,,,
GN_1180180103426601,1993-07-01,,
GN_1181181100016703,2019-10-24,2019-04-15,
GN_1180180103658201,1998-04-07,,
GN_1180180101610804,1999-07-26,,
GN_1180180103885602,2017-03-15,2017-03-15,
GN_1180180102284501,,,
GN_1184184100367501,1993-06-01,,
GN_1184184100367701,1993-06-01,,
GN_1181181100014302,2014-06-11,2014-06-16,
GN_1180180102898702,1992-09-18,,
GN_1180580500085002,2006-07-01,2006-06-30,
GN_1181181100009706,2016-05-23,2016-06-07,2021-03-22
GN_1180280200857502,2006-04-16,2006-09-25,
GN_1180180103639001,1998-01-01,,
GN_1180180104301801,2014-09-18,2014-10-27,
GN_1180180103422810,2010-06-09,2010-06-09,2019-01-08
GN_1180180104115001,2010-08-25,2010-08-31,
GN_1180180103370701,1992-01-01,,
GN_1180180100803505,2014-11-01,2014-11-25,
GN_1180180100127601,,,
GN_1180180103687102,2005-01-01,2005-02-23,
GN_1180380301047301,1993-11-25,,
GN_1180180103673702,2007-02-07,2007-02-07,2015-11-19
GN_1180380301044401,1993-05-12,,
GN_1180280200748502,2008-09-30,2008-09-15,
GN_1180380301064001,1995-09-06,,
GN_1180280200578201,,,
GN_1183183100091901,,,
GN_1181181100008201,,,
GN_1180280200239503,1993-11-20,,
GN_1180580599800101,,,2018-03-26
GN_1180580500178301,,,
GN_1180180100223902,1998-07-01,,
GN_1180180101054606,2024-06-13,2024-06-13,
GN_1180180103372903,1999-08-25,2000-12-22,
GN_1184184100609701,2009-08-06,2009-08-07,
GN_1184184100609801,2009-07-30,2009-08-07,
GN_1180280200430804,2004-05-04,2004-05-04,2021-12-03
GN_1180180103869401,2005-09-14,2006-03-06,
GN_1180280200738501,1995-12-04,,
GN_1180180101509701,,,
GN_1180180103291801,1990-08-01,,2018-12-27
GN_1181181100003601,,,
GN_1180180100538901,,,
GN_1180180103321901,1991-07-01,,
GN_1180180102053602,2017-03-01,2017-03-01,
GN_1180180102625505,2011-08-08,2011-08-12,
GN_1180180102650004,2004-04-13,2004-04-13,
GN_1180180103435302,2017-03-23,2017-03-22,
GN_1180180104342401,2016-01-01,2016-02-09,
GN_1180180103013202,1991-06-11,,
GN_1184184100652601,2016-04-23,2016-04-23,
GN_1184184100349003,2023-03-27,2023-03-27,2024-09-17
GN_1180780700265802,2008-04-10,2008-04-23,
GN_1180580500077701,,,
GN_1180580500015301,,,
GN_1181181100006805,2006-01-01,2006-07-21,
GN_1180180103638901,1998-01-01,,
GN_1180580500215202,2020-12-22,2020-12-22,
GN_1181181100009301,,,
GN_1180180100357701,,,
GN_1180180103424901,1993-07-01,,
GN_1180180100637102,2008-08-01,2008-08-01,
GN_1180280201024401,2017-06-13,2017-09-04,
GN_1180180103635203,2017-08-01,2017-08-01,2021-04-30
GN_1180180100196001,,,2019-01-14
GN_1180180103239603,2009-12-14,2009-12-17,
GN_1180780700017603,1995-10-01,,
GN_1180780700412501,2010-02-23,2010-04-07,
GN_1184184100655101,2017-07-27,2017-07-26,
GN_1181181100011401,,,
GN_1181181100003001,,,
GN_1180180104392201,2017-12-14,2018-03-22,2022-01-25
GN_1180180103691003,2012-02-28,2012-02-28,
GN_1180180101733001,,,
GN_1180180102349502,2006-06-29,2006-06-29,
GN_1180180102442103,2014-11-18,2014-11-19,
GN_1180180100358202,1995-07-01,,
GN_1180180104313001,2014-11-06,2015-01-13,
GN_1180180102747704,2008-04-16,2008-04-16,
GN_1180980900289403,2017-06-13,2017-06-20,
GN_1180180102286901,,,
GN_1180180103436501,1993-07-01,,
GN_1180180100735601,,,
GN_1180180103537607,2012-07-11,2012-07-11,2022-02-02
GN_1180180101619208,2017-09-26,2017-09-26,2021-10-29
GN_1180480400781201,1991-07-01,,
GN_1181881800070503,1995-05-18,,
GN_1181881800168801,2005-09-05,2006-03-01,
GN_1180180103010111,2017-12-04,2017-12-07,
GN_1180180100111601,,,2021-10-14
GN_1180180104311901,2014-12-18,2014-12-18,
GN_1180180104137201,2011-01-01,2011-01-01,
GN_1180180100615206,2018-09-20,2018-09-20,2024-02-19
GN_1181881800158902,2009-01-01,2009-01-08,
GN_1180180102824801,,,2020-01-09
GN_1180780700096702,2006-11-29,2006-11-29,
GN_1180180103418801,1993-01-15,,2021-03-05
GN_1180180102978210,2015-10-22,2015-10-22,2024-12-30
GN_1180180103252104,2000-06-28,2000-06-28,
GN_1180180104409201,2018-02-19,2018-02-16,
GN_1180180102963201,,,2019-10-16
GN_1180180103423702,2003-07-01,2003-07-18,2021-10-12
GN_1180180103605001,1997-02-07,,2021-12-07
GN_1184184100016001,,,2021-04-08
GN_1180180104119701,2010-09-16,2010-09-30,2023-02-17
GN_1180180103838607,2021-09-24,2021-09-24,2023-09-13
GN_1180180103595404,2017-06-21,2017-06-21,
GN_1183183100003204,2023-09-15,2023-09-15,
GN_1180980900545601,1997-07-18,,
GN_1180780700234903,1998-02-27,,
GN_1180180103400501,1992-10-01,,
GN_1180180102222102,1994-07-01,,
GN_1180180103306503,1995-11-10,,
GN_1180180101905504,2011-05-06,2011-09-14,
GN_1180180100876805,2017-09-01,2017-10-03,
GN_1180180102445204,2010-04-24,2010-04-28,
GN_1180180103423904,2016-11-03,2016-11-22,2024-01-23
GN_1180780700026801,,,
GN_1180280200812702,2005-07-01,2005-12-22,
GN_1180280200812603,2005-08-01,2006-11-24,
GN_1180180102066605,2017-07-12,2017-07-12,
GN_1180180103422311,2017-10-07,2017-10-09,2023-06-08
GN_1180180103322701,1991-07-01,,
GN_1180180104129201,2010-11-09,2010-11-09,2015-06-06
GN_1180180104129601,2011-01-01,2010-11-10,
GN_1180180103322801,1991-07-01,,
GN_1180180103323101,1991-07-01,,
GN_1180180103322401,1991-07-01,,
GN_1180180103322001,1991-07-01,,
GN_1180180103443401,1993-06-14,,2021-12-30
GN_1180180103322501,1991-07-01,,
GN_1180180103424801,1993-07-01,,
GN_1180180103322301,1991-07-01,,
GN_1180180103322901,1991-07-01,,
GN_1180180102547801,,,
GN_1180180103322601,1991-07-01,,
GN_1180180103556601,1995-07-01,,
GN_1180180103322201,1991-07-01,,
GN_1180180103323001,1991-07-01,,
GN_1180180103723601,2001-01-01,2001-06-11,2024-10-01
GN_1180180104302401,2014-11-19,2014-11-13,
GN_1180180103369401,1992-01-01,,
GN_1180180103369001,1992-01-01,,
GN_1180180103369701,1992-01-01,,
GN_1180180103369101,1992-01-01,,
GN_1180180103246402,2010-12-16,2010-12-16,
GN_1184184100244703,2004-05-27,2004-05-28,2024-08-28
GN_1180180103278001,,,
GN_1180480400604003,1994-07-25,,
GN_1180180103290802,1995-07-01,,
